latitude,longitude,heighting,angle_deg,depth_cgr,feature_identification,anomaly_dim_class,depth,length,width,erf_b31g
16.7901597,82.1977108,-0.542,259.5,0.43,Pipe mill anomaly,PITT,1.72,31.0,18.0,0.91
16.7910256,82.1962419,1.462,88.5,0.43,Pipe mill anomaly,PITT,1.72,31.0,18.0,0.91
16.7930114,82.1930681,1.049,88.0,0.43,Pipe mill anomaly,AXGR,1.72,38.0,19.0,0.91
16.7931625,82.1928167,1.223,168.99999999999997,0.43,Pipe mill anomaly,PITT,1.72,24.0,24.0,0.91
16.7939092,82.1915197,-0.131,94.0,0.43,Pipe mill anomaly,AXGR,1.72,41.0,18.0,0.91
16.7939317,82.1914822,-0.15,175.0,0.43,Pipe mill anomaly,PITT,1.72,41.0,24.0,0.91
16.7950092,82.1892203,-0.377,122.0,0.43,Pipe mill anomaly,PITT,1.72,25.0,18.0,0.91
16.7952844,82.1886375,-1.509,233.49999999999997,0.43,Pipe mill anomaly,PITT,1.72,44.0,23.0,0.91
16.7963314,82.1863803,-1.701,349.0,0.43,Pipe mill anomaly,PITT,1.72,31.0,18.0,0.91
16.7963425,82.1863564,-1.72,355.5,0.43,Pipe mill anomaly,PITT,1.72,32.0,23.0,0.91
16.7966678,82.1856594,-2.006,150.0,0.43,Pipe mill anomaly,PITT,1.72,31.0,23.0,0.91
16.7983197,82.1821561,-0.028,142.0,0.0,Girth weld irregularity,,0.0,18.0,43.0,
16.8094075,82.1569822,0.255,298.0,0.5175,Pipe mill anomaly,AXSL,2.07,73.0,18.0,0.91
16.8128642,82.1506825,2.266,220.0,0.0,Girth weld irregularity,,0.0,20.0,114.0,
16.8132075,82.1500517,1.519,339.5,0.5175,Pipe mill anomaly,PINH,2.07,17.0,18.0,0.91
16.8132097,82.1500472,1.51,340.00000000000006,0.5175,Pipe mill anomaly,PINH,2.07,16.0,18.0,0.91
16.8132122,82.1500425,1.501,339.5,0.5175,Pipe mill anomaly,PINH,2.07,16.0,18.0,0.91
16.8132142,82.1500389,1.494,280.5,0.5175,Pipe mill anomaly,PINH,2.07,16.0,18.0,0.91
16.8133983,82.1496814,1.071,135.0,0.0,Girth weld irregularity,,0.0,27.0,176.0,
16.8137808,82.1489547,1.102,27.5,0.5175,Pipe mill anomaly,PINH,2.07,12.0,18.0,0.91
16.8248819,82.1355614,1.817,98.0,0.43,Pipe mill anomaly,PITT,1.72,27.0,18.0,0.91
16.8248961,82.1355086,1.856,69.0,0.43,Pipe mill anomaly,PITT,1.72,32.0,22.0,0.91
16.8253628,82.1337444,2.964,232.00000000000003,0.43,Pipe mill anomaly,AXGR,1.72,38.0,19.0,0.91
16.8254619,82.1333619,2.81,19.499999999999996,0.43,Pipe mill anomaly,PITT,1.72,30.0,19.0,0.91
16.8257194,82.1324164,1.963,217.99999999999997,0.43,Pipe mill anomaly,PITT,1.72,28.0,18.0,0.91
16.8262042,82.1304289,2.923,328.0,0.43,Pipe mill anomaly,PITT,1.72,41.0,24.0,0.91
16.8262444,82.1302536,2.912,56.0,0.43,Pipe mill anomaly,CISL,1.72,12.0,18.0,0.91
16.8304486,82.1204083,1.723,63.000000000000014,0.43,Pipe mill anomaly,PITT,1.72,37.0,20.0,0.91
16.8304617,82.1203889,1.719,276.0,0.43,Pipe mill anomaly,AXGR,1.72,42.0,20.0,0.91
16.8311247,82.1194111,1.491,41.0,0.43,Pipe mill anomaly,PITT,1.72,32.0,18.0,0.91
16.8311633,82.119355,1.472,289.0,0.43,Pipe mill anomaly,PITT,1.72,25.0,22.0,0.91
16.8319475,82.1182061,-0.166,174.5,0.43,Pipe mill anomaly,PITT,1.72,23.0,18.0,0.91
16.8319478,82.1182056,-0.165,166.49999999999997,0.43,Pipe mill anomaly,PITT,1.72,31.0,18.0,0.91
16.8335681,82.1158117,0.787,54.00000000000001,0.43,Pipe mill anomaly,PITT,1.72,32.0,18.0,0.91
16.8338792,82.1153453,0.548,261.5,0.43,Pipe mill anomaly,PITT,1.72,30.0,18.0,0.91
16.8340539,82.1150869,0.763,85.49999999999999,0.43,Pipe mill anomaly,PITT,1.72,18.0,18.0,0.91
16.8342517,82.1148058,0.752,320.5,0.43,Pipe mill anomaly,AXGR,1.72,42.0,20.0,0.91
16.8348214,82.1143372,1.328,44.0,0.43,Pipe mill anomaly,PITT,1.72,33.0,18.0,0.91
16.8361139,82.1132525,1.247,248.5,0.43,Pipe mill anomaly,PITT,1.72,39.0,26.0,0.91
16.8363442,82.1128958,1.289,356.0,0.43,Pipe mill anomaly,AXGR,1.72,48.0,20.0,0.91
16.8364397,82.1127464,1.249,320.0,0.43,Pipe mill anomaly,PITT,1.72,31.0,20.0,0.91
16.8376778,82.1108169,2.82,244.99999999999997,0.43,Pipe mill anomaly,PITT,1.72,21.0,18.0,0.91
16.8385564,82.1094108,0.985,240.50000000000006,0.43,Pipe mill anomaly,PITT,1.72,33.0,18.0,0.91
16.8385567,82.1094103,0.985,322.5,0.43,Pipe mill anomaly,PITT,1.72,27.0,18.0,0.91
16.8407831,82.1059233,1.997,359.0,0.43,Pipe mill anomaly,PITT,1.72,28.0,18.0,0.91
16.8407933,82.1059072,1.988,173.0,0.43,Pipe mill anomaly,PITT,1.72,27.0,19.0,0.91
16.8455953,82.0984042,1.375,41.5,0.5175,Pipe mill anomaly,CISL,2.07,17.0,23.0,0.91
16.8480561,82.094285,3.535,352.0,0.5175,Pipe mill anomaly,PITT,2.07,66.0,59.0,0.91
16.8498478,82.0915008,1.776,6.499999999999999,0.5175,Pipe mill anomaly,PINH,2.07,19.0,18.0,0.91
16.8518231,82.0887594,1.509,27.5,0.43,Pipe mill anomaly,PITT,1.72,34.0,18.0,0.91
16.8524892,82.0876889,2.668,177.0,0.43,Pipe mill anomaly,PITT,1.72,35.0,18.0,0.91
16.8528,82.0871714,2.553,92.50000000000001,0.43,Pipe mill anomaly,PITT,1.72,25.0,18.0,0.91
16.8531217,82.0866225,2.362,348.5,0.43,Pipe mill anomaly,PITT,1.72,25.0,18.0,0.91
16.8542222,82.0847939,2.666,165.0,0.43,Pipe mill anomaly,PITT,1.72,51.0,28.0,0.91
16.8545642,82.0841033,2.799,192.00000000000003,0.43,Pipe mill anomaly,PITT,1.72,38.0,20.0,0.91
16.8561283,82.0806517,3.099,52.50000000000001,0.43,Pipe mill anomaly,PITT,1.72,33.0,18.0,0.91
16.8561686,82.0805622,2.928,279.5,0.43,Pipe mill anomaly,PITT,1.72,26.0,18.0,0.91
16.8575489,82.0776433,2.907,206.5,0.43,Pipe mill anomaly,PITT,1.72,28.0,18.0,0.91
16.8575772,82.0775839,2.861,141.0,0.43,Pipe mill anomaly,PITT,1.72,35.0,20.0,0.91
16.8578283,82.0770569,2.554,133.5,0.43,Pipe mill anomaly,AXGR,1.72,52.0,20.0,0.91
16.8583633,82.0759069,1.399,302.0,0.43,Pipe mill anomaly,PITT,1.72,34.0,18.0,0.91
16.85915,82.0742,2.333,182.50000000000003,0.43,Pipe mill anomaly,PITT,1.72,35.0,22.0,0.91
16.8592231,82.0740217,2.289,19.499999999999996,0.43,Pipe mill anomaly,PITT,1.72,33.0,22.0,0.91
16.8602422,82.0713786,3.739,133.0,0.635,Corrosion,AXSL,2.54,31.0,24.0,0.91
16.8602433,82.0713758,3.741,127.50000000000001,0.635,Corrosion,PINH,2.54,24.0,18.0,0.91
16.8602433,82.0713756,3.741,137.0,0.635,Corrosion,AXSL,2.54,27.0,18.0,0.91
16.8602536,82.0713506,3.763,51.0,0.635,Corrosion,PITT,2.54,40.0,28.0,0.91
16.8619881,82.067775,3.016,284.0,0.6985,Pipe mill anomaly,AXGR,2.794,82.0,34.0,0.91
16.8646556,82.0629503,2.024,314.0,0.5175,Pipe mill anomaly,PITT,2.07,49.0,28.0,0.91
16.8652381,82.0617978,2.452,333.5,0.5175,Pipe mill anomaly,AXSL,2.07,38.0,19.0,0.91
16.8684503,82.0553086,2.535,283.0,0.5175,Pipe mill anomaly,AXSL,2.07,21.0,18.0,0.91
16.868455,82.0552989,2.551,282.5,0.5175,Pipe mill anomaly,PINH,2.07,19.0,19.0,0.91
16.8684575,82.0552942,2.559,282.5,0.5175,Pipe mill anomaly,PINH,2.07,20.0,18.0,0.91
16.86846,82.0552894,2.567,282.5,0.5175,Pipe mill anomaly,AXSL,2.07,22.0,18.0,0.91
16.8689311,82.0543681,3.263,327.0,0.43,Pipe mill anomaly,AXGR,1.72,36.0,18.0,0.91
16.8690539,82.0541158,3.295,204.5,0.43,Pipe mill anomaly,PITT,1.72,35.0,22.0,0.91
16.8701847,82.0514736,2.562,195.0,0.43,Pipe mill anomaly,PITT,1.72,28.0,28.0,0.91
16.8702261,82.0513675,2.48,246.49999999999997,0.43,Pipe mill anomaly,PITT,1.72,28.0,18.0,0.91
16.8702369,82.0513397,2.462,61.0,0.43,Pipe mill anomaly,PITT,1.72,30.0,21.0,0.91
16.8702383,82.0513361,2.46,69.0,0.43,Pipe mill anomaly,PITT,1.72,25.0,18.0,0.91
16.8702425,82.0513261,2.453,234.0,0.43,Pipe mill anomaly,PITT,1.72,23.0,18.0,0.91
16.8704875,82.0507089,2.748,9.000000000000053,0.43,Pipe mill anomaly,AXGR,1.72,44.0,19.0,0.91
16.8707247,82.0501119,2.828,155.5,0.43,Pipe mill anomaly,AXGR,1.72,36.0,18.0,0.91
16.8710414,82.0492981,2.209,307.5,0.43,Pipe mill anomaly,PITT,1.72,22.0,18.0,0.91
16.8727364,82.0461603,2.254,6.499999999999999,0.43,Pipe mill anomaly,PITT,1.72,32.0,18.0,0.91
16.8729178,82.0458697,2.131,272.50000000000006,0.43,Pipe mill anomaly,PITT,1.72,27.0,18.0,0.91
16.8747722,82.0423,0.131,274.0,0.5175,Pipe mill anomaly,AXSL,2.07,44.0,18.0,0.91
16.8783767,82.0331503,3.933,303.0,0.43,Pipe mill anomaly,PITT,1.72,32.0,19.0,0.91
16.8786642,82.0324278,4.002,126.00000000000006,0.43,Pipe mill anomaly,PITT,1.72,35.0,21.0,0.91
16.8786742,82.0324017,3.986,11.499999999999943,0.43,Pipe mill anomaly,PITT,1.72,37.0,23.0,0.91
16.8813406,82.0297328,4.486,339.00000000000006,0.43,Pipe mill anomaly,PITT,1.72,41.0,22.0,0.91
16.8819156,82.0283092,3.888,327.0,0.43,Pipe mill anomaly,PITT,1.72,43.0,22.0,0.91
16.882265,82.0272758,3.764,309.5,0.43,Pipe mill anomaly,AXGR,1.72,40.0,18.0,0.91
16.8826286,82.0262064,3.97,108.00000000000001,0.43,Pipe mill anomaly,PITT,1.72,45.0,28.0,0.91
16.8830183,82.0250719,3.736,215.0,0.43,Pipe mill anomaly,PITT,1.72,26.0,18.0,0.91
16.8835033,82.0236356,3.365,199.5,0.43,Pipe mill anomaly,PITT,1.72,19.0,19.0,0.91
16.8835139,82.0236042,3.364,171.5,0.43,Pipe mill anomaly,PITT,1.72,27.0,19.0,0.91
16.8835978,82.0233561,3.445,225.5,0.43,Pipe mill anomaly,PITT,1.72,27.0,20.0,0.91
16.8841269,82.0218133,3.701,57.5,0.43,Pipe mill anomaly,PITT,1.72,27.0,18.0,0.91
16.8848231,82.0198064,3.11,33.0,0.43,Pipe mill anomaly,PITT,1.72,21.0,20.0,0.91
16.8849206,82.0195186,3.141,314.0,0.43,Pipe mill anomaly,PITT,1.72,31.0,18.0,0.91
16.8859853,82.0163694,2.774,260.50000000000006,0.43,Pipe mill anomaly,AXGR,1.72,44.0,20.0,0.91
16.8859853,82.0163689,2.774,269.0,0.43,Pipe mill anomaly,PITT,1.72,33.0,20.0,0.91
16.8874061,82.0121756,3.058,350.0,0.43,Pipe mill anomaly,PITT,1.72,31.0,19.0,0.91
16.8888983,82.0091272,2.969,6.499999999999999,0.43,Pipe mill anomaly,AXGR,1.72,39.0,18.0,0.91
16.8923731,82.0024747,4.991,225.5,0.43,Pipe mill anomaly,PITT,1.72,34.0,19.0,0.91
16.8927361,82.0017839,4.833,173.5,0.43,Pipe mill anomaly,PITT,1.72,47.0,38.0,0.91
16.89398,81.9993986,5.113,314.0,0.43,Pipe mill anomaly,PITT,1.72,30.0,18.0,0.91
16.8949078,81.9975753,4.44,324.5,0.43,Pipe mill anomaly,AXGR,1.72,41.0,18.0,0.91
16.8950086,81.9972006,3.835,184.50000000000003,0.43,Pipe mill anomaly,AXGR,1.72,43.0,21.0,0.91
16.895255,81.9963144,4.827,289.0,0.43,Pipe mill anomaly,PITT,1.72,62.0,35.0,0.91
16.8957025,81.9946775,5.019,56.0,0.43,Pipe mill anomaly,PITT,1.72,25.0,22.0,0.91
16.8957317,81.9945706,4.931,64.0,0.43,Pipe mill anomaly,PITT,1.72,21.0,24.0,0.91
16.8959867,81.9936464,4.348,221.0,0.43,Pipe mill anomaly,PITT,1.72,63.0,35.0,0.91
16.8963967,81.9917269,5.05,41.99999999999999,0.43,Pipe mill anomaly,PITT,1.72,32.0,18.0,0.91
16.8969592,81.9875742,5.171,172.5,0.43,Pipe mill anomaly,CISL,1.72,16.0,18.0,0.91
16.8969669,81.9875072,5.164,118.50000000000001,0.43,Pipe mill anomaly,PITT,1.72,29.0,18.0,0.91
16.8975036,81.9832789,5.334,188.5,0.43,Pipe mill anomaly,PITT,1.72,29.0,18.0,0.91
16.8984442,81.9761467,4.561,222.99999999999997,0.43,Pipe mill anomaly,PITT,1.72,29.0,18.0,0.91
16.8985706,81.9751464,4.74,328.0,0.43,Pipe mill anomaly,PITT,1.72,24.0,18.0,0.91
16.8986839,81.9742208,5.112,85.00000000000001,0.43,Pipe mill anomaly,PITT,1.72,23.0,18.0,0.91
16.8988106,81.973315,5.641,172.5,0.43,Pipe mill anomaly,PITT,1.72,36.0,26.0,0.91
16.8989872,81.9719897,5.235,334.99999999999994,0.43,Pipe mill anomaly,PITT,1.72,24.0,18.0,0.91
16.8993675,81.9691256,5.322,349.0,0.43,Pipe mill anomaly,AXGR,1.72,50.0,20.0,0.91
16.8994061,81.9688339,5.158,179.5,0.43,Pipe mill anomaly,PITT,1.72,24.0,19.0,0.91
16.9029886,81.9529392,7.185,313.49999999999994,0.43,Pipe mill anomaly,CISL,1.72,12.0,18.0,0.91
16.9030908,81.9524353,6.902,189.0,0.43,Pipe mill anomaly,PITT,1.72,36.0,28.0,0.91
16.9049819,81.9427458,7.503,95.0,0.43,Pipe mill anomaly,AXGR,1.72,78.0,18.0,0.92
16.9050019,81.9426381,7.677,58.99999999999999,0.43,Pipe mill anomaly,PITT,1.72,23.0,18.0,0.91
16.9052747,81.9410317,7.877,111.99999999999999,0.43,Pipe mill anomaly,PITT,1.72,35.0,18.0,0.91
16.9054492,81.9399806,7.58,170.00000000000003,0.43,Pipe mill anomaly,AXGR,1.72,40.0,18.0,0.91
16.9077306,81.9297092,3.763,261.0,0.0,Girth weld irregularity,,0.0,19.0,33.0,
16.9077403,81.9296456,3.695,276.0,0.5175,Pipe mill anomaly,AXGR,2.07,62.0,24.0,0.91
16.9077903,81.9293717,5.631,172.0,0.0,Girth weld irregularity,,0.0,13.0,29.0,
16.909185,81.9204489,6.59,218.49999999999997,0.0,Girth weld irregularity,,0.0,32.0,167.0,
16.9090656,81.9197683,5.61,333.0,0.0,Girth weld irregularity,,0.0,49.0,57.0,
16.9018294,81.9024069,9.684,307.0,0.43,Pipe mill anomaly,PITT,1.72,20.0,18.0,0.91
16.9013983,81.9017436,9.71,176.0,0.43,Pipe mill anomaly,PITT,1.72,27.0,22.0,0.91
16.8992969,81.8984406,8.614,107.5,0.43,Pipe mill anomaly,AXGR,1.72,73.0,18.0,0.91
16.8985056,81.8971922,8.715,107.5,0.43,Pipe mill anomaly,PITT,1.72,31.0,18.0,0.91
16.8985028,81.8971883,8.713,252.49999999999997,0.43,Pipe mill anomaly,PITT,1.72,32.0,18.0,0.91
16.897895,81.8962389,9.224,263.5,0.43,Pipe mill anomaly,PITT,1.72,34.0,21.0,0.91
16.8971175,81.8950189,8.628,141.5,0.43,Pipe mill anomaly,PITT,1.72,29.0,18.0,0.91
16.8967061,81.8943789,8.755,217.99999999999997,0.43,Pipe mill anomaly,PITT,1.72,35.0,18.0,0.91
16.8965253,81.8940886,9.074,160.0,0.43,Pipe mill anomaly,AXGR,1.72,39.0,18.0,0.91
16.8955228,81.8916556,8.54,234.50000000000003,0.43,Pipe mill anomaly,PITT,1.72,32.0,18.0,0.91
16.8955044,81.8916092,8.558,169.50000000000003,0.43,Pipe mill anomaly,PITT,1.72,22.0,18.0,0.91
16.8925761,81.8893767,4.966,164.0,0.43,Pipe mill anomaly,PITT,1.72,34.0,20.0,0.91
16.8916028,81.8888914,8.837,212.0,0.43,Pipe mill anomaly,PITT,1.72,36.0,21.0,0.91
16.8913936,81.8884844,8.616,222.99999999999997,0.43,Pipe mill anomaly,PITT,1.72,39.0,25.0,0.91
16.8908894,81.8875114,8.702,6.499999999999999,0.43,Pipe mill anomaly,PITT,1.72,36.0,24.0,0.91
16.8908025,81.8873731,8.373,18.999999999999996,0.43,Pipe mill anomaly,PITT,1.72,38.0,57.0,0.91
16.8878828,81.8819486,9.11,208.00000000000003,0.43,Pipe mill anomaly,PITT,1.72,28.0,18.0,0.91
16.88598,81.8784764,9.533,64.0,0.43,Pipe mill anomaly,AXGR,1.72,37.0,18.0,0.91
16.8858753,81.8782714,9.545,300.5,0.43,Pipe mill anomaly,AXGR,1.72,40.0,20.0,0.91
16.8858744,81.8782703,9.545,12.499999999999943,0.43,Pipe mill anomaly,PITT,1.72,24.0,18.0,0.91
16.8858736,81.8782683,9.545,328.0,0.43,Pipe mill anomaly,PITT,1.72,22.0,18.0,0.91
16.885865,81.8782514,9.541,185.00000000000003,0.43,Pipe mill anomaly,PITT,1.72,39.0,22.0,0.91
16.8858147,81.8781531,9.535,327.0,0.43,Pipe mill anomaly,PITT,1.72,42.0,28.0,0.91
16.885295,81.8771469,8.77,222.00000000000003,0.43,Pipe mill anomaly,AXGR,1.72,37.0,18.0,0.91
16.8852936,81.8771444,8.768,78.5,0.43,Pipe mill anomaly,PITT,1.72,24.0,18.0,0.91
16.8848161,81.8761911,9.406,3.999999999999995,0.43,Pipe mill anomaly,PITT,1.72,36.0,26.0,0.91
16.8837147,81.8740261,9.643,114.50000000000001,0.43,Pipe mill anomaly,PITT,1.72,32.0,21.0,0.91
16.8829272,81.8724922,9.186,276.0,0.43,Pipe mill anomaly,PITT,1.72,23.0,18.0,0.91
16.8826831,81.8719986,9.211,178.5,0.43,Pipe mill anomaly,PITT,1.72,34.0,18.0,0.91
16.8761064,81.8575978,9.428,319.0,0.5175,Pipe mill anomaly,AXGR,2.07,76.0,37.0,0.91
16.8756158,81.8566756,9.911,327.0,0.5175,Pipe mill anomaly,GENE,2.07,73.0,69.0,0.91
16.8744147,81.8544303,9.557,311.0,0.5175,Pipe mill anomaly,PINH,2.07,20.0,18.0,0.91
16.8710822,81.8482158,10.013,287.50000000000006,0.5175,Pipe mill anomaly,AXSL,2.07,41.0,18.0,0.91
16.8706139,81.8473481,10.516,129.0,0.5175,Pipe mill anomaly,PITT,2.07,34.0,21.0,0.91
16.8706133,81.8473475,10.518,116.99999999999997,0.5175,Pipe mill anomaly,AXSL,2.07,36.0,19.0,0.91
16.8706111,81.8473431,10.525,127.00000000000001,0.5175,Pipe mill anomaly,AXSL,2.07,33.0,18.0,0.91
16.8706094,81.84734,10.531,126.00000000000006,0.5175,Pipe mill anomaly,AXSL,2.07,36.0,18.0,0.91
16.8700111,81.8462069,11.842,252.00000000000006,0.56925,Pipe mill anomaly,PITT,2.277,28.0,24.0,0.91
16.8692078,81.8447211,11.801,37.5,0.43,Pipe mill anomaly,PITT,1.72,49.0,26.0,0.91
16.8686711,81.843715,11.851,164.5,0.43,Pipe mill anomaly,PITT,1.72,31.0,18.0,0.91
16.8683603,81.8431175,11.822,114.00000000000001,0.43,Pipe mill anomaly,AXGR,1.72,46.0,20.0,0.91
16.8683264,81.8430547,11.808,166.0,0.43,Pipe mill anomaly,PITT,1.72,38.0,21.0,0.91
16.8681281,81.8426942,11.623,239.0,0.43,Pipe mill anomaly,AXGR,1.72,45.0,19.0,0.91
16.8668917,81.84076,11.935,26.5,0.43,Pipe mill anomaly,PITT,1.72,26.0,18.0,0.91
16.8668411,81.8406814,11.973,113.0,0.43,Pipe mill anomaly,PITT,1.72,25.0,18.0,0.91
16.866025,81.8394147,11.455,150.5,0.43,Pipe mill anomaly,AXGR,1.72,77.0,20.0,0.92
16.8660158,81.8394003,11.446,158.5,0.43,Pipe mill anomaly,CISL,1.72,13.0,18.0,0.91
16.8658667,81.83917,11.52,179.0,0.43,Pipe mill anomaly,PITT,1.72,40.0,21.0,0.91
16.8653322,81.8383364,11.484,35.0,0.43,Pipe mill anomaly,AXGR,1.72,44.0,18.0,0.91
16.8647347,81.8373875,11.67,191.5,0.43,Pipe mill anomaly,PITT,1.72,28.0,18.0,0.91
16.864705,81.8373417,11.669,349.0,0.43,Pipe mill anomaly,PITT,1.72,30.0,18.0,0.91
16.8646975,81.8373306,11.664,38.5,0.43,Pipe mill anomaly,PITT,1.72,26.0,22.0,0.91
16.8646406,81.8372442,11.613,63.50000000000001,0.43,Pipe mill anomaly,PITT,1.72,29.0,20.0,0.91
16.8645375,81.8370892,11.34,217.0,0.43,Pipe mill anomaly,PITT,1.72,35.0,22.0,0.91
16.8643606,81.8368189,10.969,60.49999999999999,0.43,Pipe mill anomaly,PITT,1.72,43.0,22.0,0.91
16.8612019,81.8302608,12.513,195.99999999999997,0.0,Girth weld irregularity,,0.0,19.0,30.0,
16.8560878,81.8226414,9.602,64.5,0.43,Pipe mill anomaly,PITT,1.72,53.0,31.0,0.91
16.855855,81.8221144,10.66,74.5,0.43,Pipe mill anomaly,PITT,1.72,20.0,18.0,0.91
16.8558475,81.8220972,10.655,181.5,0.43,Pipe mill anomaly,PITT,1.72,46.0,27.0,0.91
16.8558233,81.8220431,10.642,175.5,0.43,Pipe mill anomaly,PITT,1.72,33.0,26.0,0.91
16.8544706,81.8190025,12.374,179.5,0.43,Pipe mill anomaly,PITT,1.72,23.0,19.0,0.91
16.8543283,81.8186819,12.501,266.5,0.43,Pipe mill anomaly,PITT,1.72,29.0,19.0,0.91
16.8541319,81.8182483,12.089,181.5,0.43,Pipe mill anomaly,AXGR,1.72,81.0,23.0,0.92
16.8541247,81.8182325,12.08,88.5,0.43,Pipe mill anomaly,PITT,1.72,40.0,24.0,0.91
16.8540028,81.8179647,12.077,92.50000000000001,0.43,Pipe mill anomaly,AXGR,1.72,62.0,22.0,0.91
16.8536383,81.8171308,12.199,144.5,0.43,Pipe mill anomaly,PITT,1.72,33.0,22.0,0.91
16.8536131,81.8170725,12.246,260.0,0.43,Pipe mill anomaly,AXGR,1.72,44.0,18.0,0.91
16.8536114,81.8170692,12.248,280.0,0.43,Pipe mill anomaly,AXGR,1.72,42.0,20.0,0.91
16.8532106,81.8161572,11.591,102.49999999999999,0.43,Pipe mill anomaly,CISL,1.72,14.0,18.0,0.91
16.8532106,81.8161569,11.591,98.99999999999999,0.43,Pipe mill anomaly,CISL,1.72,12.0,18.0,0.91
16.8531097,81.8159311,11.575,119.50000000000003,0.43,Pipe mill anomaly,PITT,1.72,61.0,37.0,0.91
16.8526183,81.8148192,11.126,266.0,0.43,Pipe mill anomaly,PITT,1.72,35.0,18.0,0.91
16.8525817,81.8147361,11.141,291.99999999999994,0.43,Pipe mill anomaly,AXGR,1.72,53.0,21.0,0.91
16.85209,81.8136261,11.73,185.00000000000003,0.621,Girth weld anomaly,CIGR,2.484,47.0,109.0,
16.8518842,81.8131519,9.491,87.5,0.5175,Pipe mill anomaly,AXSL,2.07,26.0,18.0,0.91
16.8515594,81.8124211,4.176,255.00000000000003,0.5175,Pipe mill anomaly,AXSL,2.07,37.0,18.0,0.91
16.8504628,81.8099378,-13.427,44.0,0.5175,Pipe mill anomaly,PITT,2.07,46.0,28.0,0.91
16.84406,81.7954869,-17.351,307.5,0.5175,Pipe mill anomaly,PINH,2.07,12.0,18.0,0.91
16.84406,81.7954867,-17.35,174.0,0.5175,Pipe mill anomaly,PINH,2.07,14.0,18.0,0.91
16.8440578,81.7954817,-17.323,334.5,0.5175,Pipe mill anomaly,PINH,2.07,12.0,18.0,0.91
16.8440578,81.7954814,-17.323,352.5,0.5175,Pipe mill anomaly,PINH,2.07,14.0,18.0,0.91
16.8433283,81.7938328,-6.487,130.0,0.5175,Pipe mill anomaly,PITT,2.07,51.0,39.0,0.91
16.8433281,81.7938325,-6.486,124.50000000000001,0.5175,Pipe mill anomaly,AXSL,2.07,40.0,18.0,0.91
16.8430789,81.79327,-2.368,89.0,0.5175,Pipe mill anomaly,PITT,2.07,37.0,22.0,0.91
16.8425344,81.7920469,6.193,338.5,0.762,Girth weld anomaly,CIGR,3.048,61.0,325.0,
16.8425236,81.7920244,7.469,285.5,0.67275,Girth weld anomaly,CIGR,2.691,50.0,136.0,
16.8395969,81.7834628,10.55,162.5,0.0,Girth weld irregularity,,0.0,25.0,117.0,
16.8396892,81.7826103,10.935,125.00000000000001,0.635,Corrosion,PINH,2.54,13.0,18.0,0.91
16.8396892,81.78261,10.935,7.499999999999999,0.635,Corrosion,AXSL,2.54,37.0,18.0,0.91
16.8396892,81.7826094,10.935,53.50000000000001,0.635,Corrosion,PINH,2.54,17.0,18.0,0.91
16.8396892,81.7826092,10.935,127.00000000000001,0.635,Corrosion,AXSL,2.54,32.0,18.0,0.91
16.8396892,81.7826083,10.934,121.5,0.635,Corrosion,PINH,2.54,25.0,18.0,0.91
16.8396894,81.7826069,10.933,43.0,0.635,Corrosion,PINH,2.54,20.0,18.0,0.91
16.8396897,81.782605,10.932,41.5,0.635,Corrosion,PITT,2.54,45.0,26.0,0.91
16.8396897,81.7826044,10.931,29.999999999999996,0.635,Corrosion,PINH,2.54,13.0,18.0,0.91
16.8396897,81.7826044,10.931,53.50000000000001,0.635,Corrosion,PINH,2.54,15.0,18.0,0.91
16.8396897,81.7826042,10.931,127.50000000000001,0.635,Corrosion,AXSL,2.54,36.0,18.0,0.91
16.8396897,81.7826039,10.931,47.0,0.635,Corrosion,PINH,2.54,17.0,18.0,0.91
16.8396897,81.7826036,10.931,148.50000000000003,0.635,Corrosion,PINH,2.54,20.0,18.0,0.91
16.8396897,81.7826036,10.931,128.5,0.635,Corrosion,AXSL,2.54,41.0,22.0,0.91
16.83969,81.7826031,10.93,53.50000000000001,0.635,Corrosion,PINH,2.54,12.0,18.0,0.91
16.83969,81.7826031,10.93,136.0,0.635,Corrosion,AXSL,2.54,43.0,18.0,0.91
16.8396903,81.7826006,10.929,221.5,0.635,Corrosion,AXSL,2.54,40.0,18.0,0.91
16.8396903,81.7826006,10.929,129.0,0.635,Corrosion,PINH,2.54,14.0,18.0,0.91
16.8396903,81.7826003,10.928,132.49999999999997,0.635,Corrosion,AXSL,2.54,27.0,18.0,0.91
16.8396903,81.7825986,10.927,0.0,0.635,Corrosion,AXSL,2.54,34.0,18.0,0.91
16.8396931,81.7825747,10.917,184.00000000000003,0.635,Corrosion,AXSL,2.54,39.0,18.0,0.91
16.8396931,81.7825747,10.917,292.5,0.635,Corrosion,AXSL,2.54,32.0,18.0,0.91
16.8396933,81.7825719,10.916,58.5,0.635,Corrosion,AXSL,2.54,64.0,22.0,0.91
16.8396933,81.7825717,10.915,136.5,0.635,Corrosion,AXSL,2.54,37.0,20.0,0.91
16.8397592,81.7818347,4.066,259.0,0.635,Pipe mill anomaly,PINH,2.54,22.0,18.0,0.91
16.8404628,81.7671792,-10.847,183.5,0.635,Pipe mill anomaly,PINH,2.54,21.0,18.0,0.91
16.8405008,81.7660019,-21.93,189.0,0.635,Pipe mill anomaly,PINH,2.54,24.0,18.0,0.91
